HLCIT_CODE,PROVINCE,LOCAL_BODY_NAME_ENGLISH,LOCAL_BODY_NAME_NEPALI,STATUS_ENGLISH,STATUS_NEPALI,DISTRICT_CODE,DNAME_ENGLISH,DNAME_NEPALI
524 1 01 3 001,1,Phungling,फुङलिङ,Urban Municipality,नगरपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 001,1,Phaktanglung,फक्ताङलुङ,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 002,1,Mikwakhola,मिक्वाखोला,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 003,1,Sirijangha,सिरीजङ्घा,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 004,1,Meringden,मेरिङदेन,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 005,1,Maiwakhola,मैवाखोला,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 006,1,Aathrai Tribeni,आठराई त्रिवेणी,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 007,1,Yangwarak,याङवरक,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 01 4 008,1,Sidingba,सिदिङ्वा,Rural Municipality,गाउँपालिका,1,Taplejung,ताप्लेजुङ
524 1 02 3 001,1,Phidim,फिदिम,Urban Municipality,नगरपालिका,2,Panchthar,पाँचथर
524 1 02 4 001,1,Hilihang,हिलिहाङ,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 002,1,Yangwarak,याङवरक,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 003,1,Falelung,फालेलुङ,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 004,1,Kummayak,कुम्मायक,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 005,1,Falgunanda,फाल्गुनन्द,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 006,1,Tumbewa,तुम्वेवा,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 02 4 007,1,Miklajung,मिक्लाजुङ,Rural Municipality,गाउँपालिका,2,Panchthar,पाँचथर
524 1 03 3 001,1,Deumai,देउमाई,Urban Municipality,नगरपालिका,3,Ilam,इलाम
524 1 03 3 002,1,Ilam,इलाम,Urban Municipality,नगरपालिका,3,Ilam,इलाम
524 1 03 3 003,1,Suryodaya,सूर्योदय,Urban Municipality,नगरपालिका,3,Ilam,इलाम
524 1 03 3 004,1,Mai,माई,Urban Municipality,नगरपालिका,3,Ilam,इलाम
524 1 03 4 001,1,Fakphokthum,फाकफोकथुम,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 03 4 002,1,Sandakpur,सन्दकपुर,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 03 4 003,1,Maijogmai,माईजोगमाई,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 03 4 004,1,Chulachuli,चुलाचुली,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 03 4 005,1,Mangsebung,माङसेबुङ,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 03 4 006,1,Rong,रोङ,Rural Municipality,गाउँपालिका,3,Ilam,इलाम
524 1 04 3 001,1,Damak,दमक,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 002,1,Shivasataxi,शिवसताक्षि,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 003,1,Kankai,कन्काई,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 004,1,Arjundhara,अर्जुनधारा,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 005,1,Mechinagar,मेची नगर,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 006,1,Gauradaha,गौरादह,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 007,1,Birtamod,विर्तामोड,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 3 008,1,Bhadrapur,भद्रपुर,Urban Municipality,नगरपालिका,4,Jhapa,झापा
524 1 04 4 001,1,Kamal,कमल,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 002,1,Buddhashanti,बुद्धशान्ति,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 003,1,Gauriganj,गौरीगंज,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 004,1,Jhapa,झापा,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 005,1,Barhadashi,बाह्रदशी,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 006,1,Haldibari,हल्दीवारी,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 04 4 007,1,Kachankawal,कचनकवल,Rural Municipality,गाउँपालिका,4,Jhapa,झापा
524 1 05 1 001,1,Biratnagar,विराटनगर,Metropolitan City,महानगरपालिका,5,Morang,मोरङ
524 1 05 3 001,1,Letang,लेटाङ,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 002,1,Sundarharaicha,सुन्दरहरैंचा,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 003,1,Belbari,बेलवारी,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 004,1,Pathari Shanishchare,पथरी शनिश्चरे,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 005,1,Urlabari,उर्लावारी,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 006,1,Rangeli,रंगेली,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 007,1,Sunwarshi,सुनवर्षी,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 3 008,1,Ratuwamai,रतुवामाई,Urban Municipality,नगरपालिका,5,Morang,मोरङ
524 1 05 4 001,1,Kerabari,केरावारी,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 002,1,Miklajung,मिक्लाजुङ,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 003,1,Kanepokhari,कानेपोखरी,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 004,1,Budhiganga,बुढीगंगा,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 005,1,Gramthan,ग्रामथान,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 006,1,Katahari,कटहरी,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 007,1,Jahada,जहदा,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 05 4 008,1,Dhanpalthan,धनपालथान,Rural Municipality,गाउँपालिका,5,Morang,मोरङ
524 1 06 2 001,1,Dharan,धरान,Sub-metropolitan City,उपमहानगरपालिका,6,Sunsari,सुनसरी
524 1 06 2 002,1,Itahari,ईटहरी,Sub-metropolitan City,उपमहानगरपालिका,6,Sunsari,सुनसरी
524 1 06 3 001,1,Barah,बराह,Urban Municipality,नगरपालिका,6,Sunsari,सुनसरी
524 1 06 3 002,1,Ramdhuni,रामधुनी,Urban Municipality,नगरपालिका,6,Sunsari,सुनसरी
524 1 06 3 003,1,Inaruwa,ईनरुवा,Urban Municipality,नगरपालिका,6,Sunsari,सुनसरी
524 1 06 3 004,1,Duhabi,दुहवी,Urban Municipality,नगरपालिका,6,Sunsari,सुनसरी
524 1 06 4 001,1,Koshi,कोशी,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 4 002,1,Bhokraha,भोक्राहा,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 4 003,1,Gadhi,गढी,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 4 004,1,Harinagara,हरिनगरा,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 4 005,1,Dewanganj,देवानगन्ज,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 4 006,1,Barju,बर्जु,Rural Municipality,गाउँपालिका,6,Sunsari,सुनसरी
524 1 06 5 995,1,Koshi Tappu Wildlife Reserve,कोशी टप्पु वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,6,Sunsari,सुनसरी
524 1 07 3 001,1,Mahalaxmi,महालक्ष्मी,Urban Municipality,नगरपालिका,7,Dhankuta,धनकुटा
524 1 07 3 002,1,Pakhribas,पाख्रिवास,Urban Municipality,नगरपालिका,7,Dhankuta,धनकुटा
524 1 07 3 003,1,Dhankuta,धनकुटा,Urban Municipality,नगरपालिका,7,Dhankuta,धनकुटा
524 1 07 4 001,1,Khalsa Chhintang Shahidbhumi,खाल्सा छिन्ताङ सहीदभूमि,Rural Municipality,गाउँपालिका,7,Dhankuta,धनकुटा
524 1 07 4 002,1,Chhathar Jorpati,छथर जोरपाटी,Rural Municipality,गाउँपालिका,7,Dhankuta,धनकुटा
524 1 07 4 003,1,Sangurigadhi,सागुरीगढी,Rural Municipality,गाउँपालिका,7,Dhankuta,धनकुटा
524 1 07 4 004,1,Chaubise,चौविसे,Rural Municipality,गाउँपालिका,7,Dhankuta,धनकुटा
524 1 08 3 001,1,Laligurans,लालिगुँरास,Urban Municipality,नगरपालिका,8,Terhathum,तेर्हथुम
524 1 08 3 002,1,Myanglung,म्याङलुङ,Urban Municipality,नगरपालिका,8,Terhathum,तेर्हथुम
524 1 08 4 001,1,Menchayam,मेन्छयायेम,Rural Municipality,गाउँपालिका,8,Terhathum,तेर्हथुम
524 1 08 4 002,1,Phedap,फेदाप ,Rural Municipality,गाउँपालिका,8,Terhathum,तेर्हथुम
524 1 08 4 003,1,Aathrai,आठराई ,Rural Municipality,गाउँपालिका,8,Terhathum,तेर्हथुम
524 1 08 4 004,1,Chhathar,छथर,Rural Municipality,गाउँपालिका,8,Terhathum,तेर्हथुम
524 1 09 3 001,1,Khandbari,खाँदवारी,Urban Municipality,नगरपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 3 002,1,Panchakhapan,पाँचखपन,Urban Municipality,नगरपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 3 003,1,Chainpur,चैनपुर,Urban Municipality,नगरपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 3 004,1,Dharmadevi,धर्मदेवी,Urban Municipality,नगरपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 3 005,1,Madi,मादी,Urban Municipality,नगरपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 4 001,1,Makalu,मकालु,Rural Municipality,गाउँपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 4 002,1,Bhotkhola,भोटखोला,Rural Municipality,गाउँपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 4 003,1,Silichong,सिलीचोङ,Rural Municipality,गाउँपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 4 004,1,Chichila,चिचिला,Rural Municipality,गाउँपालिका,9,Sankhuwasabha,संखुवासभा
524 1 09 4 005,1,Sabhapokhari,सभापोखरी,Rural Municipality,गाउँपालिका,9,Sankhuwasabha,संखुवासभा
524 1 10 3 001,1,Shadananda,षडानन्द,Urban Municipality,नगरपालिका,10,Bhojpur,भोजपुर
524 1 10 3 002,1,Bhojpur,भोजपुर,Urban Municipality,नगरपालिका,10,Bhojpur,भोजपुर
524 1 10 4 001,1,Salpasilichho,साल्पासिलिछो,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 002,1,Tyamkemaiyung,ट्याम्केमैयुम,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 003,1,Arun,अरुण,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 004,1,Ramprasad Rai,रामप्रसाद राई,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 005,1,Pauwadungma,पौवादुङमा,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 006,1,Aamchowk,आमचोक,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 10 4 007,1,Hatuwagadhi,हतुवागढी,Rural Municipality,गाउँपालिका,10,Bhojpur,भोजपुर
524 1 11 3 001,1,Solududhakunda,सोलु दुधकुण्ड,Urban Municipality,नगरपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 001,1,Khumbupasanglahmu,खुम्वु पासाङल्हमु,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 002,1,Mahakulung,महाकुलुङ,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 003,1,Likhupike,लिखु पिके,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 004,1,Dudhkoshi,दुधकोशी,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 005,1,Nechasalyan,नेचासल्यान,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 006,1,Dudhkaushika,दुधकौशिका,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 11 4 007,1,Sotang,सोताङ,Rural Municipality,गाउँपालिका,11,Solukhumbu,सोलुखुम्बु
524 1 12 3 001,1,Halesi Tuwachung,हलेसी तुवाचुङ,Urban Municipality,नगरपालिका,13,Khotang,खोटाङ
524 1 12 3 002,1,Rupakot Majhuwagadhi,रुपाकोट मझुवागढी,Urban Municipality,नगरपालिका,13,Khotang,खोटाङ
524 1 12 4 001,1,Ainselukhark,ऐसेलुखर्क,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 002,1,Kepilasagadhi,केपिलासगढी,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 003,1,Lamidanda,लामीडाँडा,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 004,1,Diprung,दिप्रुङ,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 005,1,Sakela,साकेला,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 006,1,Khotehang,खोटेहाङ,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 007,1,Barahapokhari,बराहपोखरी,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 12 4 008,1,Jantedhunga,जन्तेढुंगा,Rural Municipality,गाउँपालिका,13,Khotang,खोटाङ
524 1 13 3 001,1,Siddhicharan,सिद्दिचरण,Urban Municipality,नगरपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 001,1,Khijidemba,खिजिदेम्वा,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 002,1,Likhu,लिखु ,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 003,1,Molung,मोलुङ,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 004,1,Champadevi,चम्पादेवी ,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 005,1,Sunkoshi,सुनकोशी,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 006,1,Chisankhugadhi,चिशंखुगढी,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 13 4 007,1,Manebhanjyang,मानेभञ्ज्याङ,Rural Municipality,गाउँपालिका,12,Okhaldhunga,ओखलढुंगा
524 1 14 3 001,1,Katari,कटारी ,Urban Municipality,नगरपालिका,14,Udayapur,उदयपुर
524 1 14 3 002,1,Triyuga,त्रियुगा,Urban Municipality,नगरपालिका,14,Udayapur,उदयपुर
524 1 14 3 003,1,Chaudandigadhi,चौदण्डीगढी,Urban Municipality,नगरपालिका,14,Udayapur,उदयपुर
524 1 14 3 004,1,Belaka,वेलका ,Urban Municipality,नगरपालिका,14,Udayapur,उदयपुर
524 1 14 4 001,1,Tapli,ताप्ली,Rural Municipality,गाउँपालिका,14,Udayapur,उदयपुर
524 1 14 4 002,1,Sunkoshi,सुनकोशी,Rural Municipality,गाउँपालिका,14,Udayapur,उदयपुर
524 1 14 4 003,1,Udayapurgadhi,उदयपुरगढी,Rural Municipality,गाउँपालिका,14,Udayapur,उदयपुर
524 1 14 4 004,1,Rautamai,रौतामाई,Rural Municipality,गाउँपालिका,14,Udayapur,उदयपुर
524 1 14 5 995,1,Koshi Tappu Wildlife Reserve,कोशी टप्पु वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,14,Udayapur,उदयपुर
524 2 15 3 001,2,Surunga,सुरुङ्गा,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 002,2,Khadak,खडक,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 003,2,Shambhunath,शम्भुनाथ ,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 004,2,Saptakoshi,सप्तकोशी ,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 005,2,Kanchanrup,कञ्चनरुप,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 006,2,Bode Barsain,बोदे बरसाइन,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 007,2,Dakneshwori,डाक्नेश्वरी,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 008,2,Rajbiraj,राजविराज,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 3 009,2,Hanumannagar Kankalini,हनुमाननगर कङ्कालिनी,Urban Municipality,नगरपालिका,15,Saptari,सप्तरी
524 2 15 4 001,2,Rupani,रुपनी,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 002,2,Agnisair Krishnasavaran,अग्नीसाइर कृष्णासवरन,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 003,2,Tirahut,तिरहुत,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 004,2,Walan Bihul,वलान-विहुल,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 005,2,Mahadeva,महादेवा,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 006,2,Belhi Chapena,बेल्ही चपेना,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 007,2,Bishnupur,विष्णुपुर,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 008,2,Chhinnamasta,छिन्नमस्ता,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 4 009,2,Tilathi Koiladi,तिलाठी कोईलाडी,Rural Municipality,गाउँपालिका,15,Saptari,सप्तरी
524 2 15 5 995,2,Koshi Tappu Wildlife Reserve,कोशी टप्पु वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,15,Saptari,सप्तरी
524 2 16 3 001,2,Karjanhya,कर्जन्हा,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 002,2,Mirchaiya,मिर्चैया,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 003,2,Golbazar,गोलबजार,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 004,2,Dhangadhimai,धनगढीमाई,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 005,2,Lahan,लहान,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 006,2,Kalyanpur,कल्याणपुर,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 007,2,Sukhipur,सुखीपुर,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 3 008,2,Siraha,सिराहा,Urban Municipality,नगरपालिका,16,Siraha,सिराहा
524 2 16 4 001,2,Naraha,नरहा,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 002,2,Bishnupur,विष्णुपुर,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 003,2,Arnama,अर्नमा,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 004,2,Aaurahi,औरही,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 005,2,Bariyarpatti,बरियारपट्टी,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 006,2,Laxmipur Patari,लक्ष्मीपुर पतारी,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 007,2,Nawarajpur,नवराजपुर,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 008,2,Sakhuwanankarkatti,सखुवानान्कारकट्टी,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 16 4 009,2,Bhagawanpur,भगवानपुर,Rural Municipality,गाउँपालिका,16,Siraha,सिराहा
524 2 17 2 001,2,Janakpur,जनकपुर,Sub-metropolitan City,उपमहानगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 001,2,Mithila,मिथिला,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 002,2,Ganeshman Charnath,गणेशमान चारनाथ,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 003,2,Chhireshwornath,क्षिरेश्वरनाथ,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 004,2,Dhanusadham,धनुषाधाम,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 005,2,Mithila Bihari,मिथिला बिहारी,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 006,2,Sabaila,सबैला,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 007,2,Hansapur,हंसपुर,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 008,2,Sahidnagar,शहीदनगर,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 009,2,Nagarain,नगराइन,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 010,2,Bideha,विदेह,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 3 011,2,Kamala,कमला,Urban Municipality,नगरपालिका,17,Dhanusha,धनुषा
524 2 17 4 001,2,Bateshwor,बटेश्वर,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 17 4 002,2,Lakshminiya,लक्ष्मीनिया,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 17 4 003,2,Aaurahi,औरही ,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 17 4 004,2,Dhanauji,धनौजी,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 17 4 005,2,Mukhiyapatti Musaharmiya,मुखियापट्टी मुसहरमिया,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 17 4 006,2,Janaknandini,जनकनन्दिनी,Rural Municipality,गाउँपालिका,17,Dhanusha,धनुषा
524 2 18 3 001,2,Bardibas,बर्दिबास,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 002,2,Gaushala,गौशाला,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 003,2,Aaurahi,औरही,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 004,2,Bhangaha,भँगाहा,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 005,2,Ramgopalpur,रामगोपालपुर,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 006,2,Manara Siswa,मनरा शिसवा,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 007,2,Balwa,बलवा,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 008,2,Loharpatti,लोहरपट्टी,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 009,2,Jaleswor,जलेश्वर,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 3 010,2,Matihani,मटिहानी,Urban Municipality,नगरपालिका,18,Mahottari,महोत्तरी
524 2 18 4 001,2,Sonama,सोनमा,Rural Municipality,गाउँपालिका,18,Mahottari,महोत्तरी
524 2 18 4 002,2,Samsi,साम्सी,Rural Municipality,गाउँपालिका,18,Mahottari,महोत्तरी
524 2 18 4 003,2,Ekdanra,एकडारा,Rural Municipality,गाउँपालिका,18,Mahottari,महोत्तरी
524 2 18 4 004,2,Mahottari,महोत्तरी,Rural Municipality,गाउँपालिका,18,Mahottari,महोत्तरी
524 2 18 4 005,2,Pipra,पिपरा,Rural Municipality,गाउँपालिका,18,Mahottari,महोत्तरी
524 2 19 3 001,2,Bagmati,बागमती,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 002,2,Hariwan,हरिवन,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 003,2,Lalbandi,लालबन्दी,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 004,2,Barahathawa,बरहथवा,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 005,2,Haripur,हरिपुर,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 006,2,Ishworpur,ईश्वरपुर,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 007,2,Kabilasi,कविलासी,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 008,2,Gaudeta,गोडैटा ,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 009,2,Malangawa,मलंगवा,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 010,2,Haripurwa,हरिपुर्वा,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 3 011,2,Balara,बलरा,Urban Municipality,नगरपालिका,19,Sarlahi,सर्लाही
524 2 19 4 001,2,Basbariya,बसबरिया,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 002,2,Chandranagar,चन्द्रनगर,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 003,2,Dhankaul,धनकौल,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 004,2,Chakraghatta,चक्रघट्टा ,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 005,2,Ramnagar,रामनगर,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 006,2,Kaudena,कौडेना,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 007,2,Bramhapuri,ब्रह्मपुरी ,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 008,2,Bishnu,विष्णु,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 19 4 009,2,Parsa,पर्सा,Rural Municipality,गाउँपालिका,19,Sarlahi,सर्लाही
524 2 32 3 001,2,Gujara,गुजरा,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 002,2,Chandrapur,चन्द्रपुर,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 003,2,Phatuwa Bijayapur,फतुवा बिजयपुर,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 004,2,Katahariya,कटहरिया,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
